id, body, author
604, "شر و بدی که در دنیا وجود دارد پیوسته از نادانی می‌زاید و حسن‌نیت نیز اگر از روی اطلاع نباشد ممکن است به اندازهٔ شرارت تولید خسارت کند. مردم بیشتر خوبند تا بد و در حقیقت، مسئله این نیست. بلکه آنها کم یا زیاد نادانند و همین است که فضیلت یا ننگ شمرده می‌شود. نومید کننده‌ترین ننگ‌ها، ننگ نادانی است که گمان می‌کند همه چیز را می‌داند و در نتیجه به خودش اجازهٔ آدم‌کشی می‌دهد: روح قاتل کور است و هرگز نیکی حقیقی یا عشق زیبا بدون روشن‌بینی کافی وجود ندارد.", فردریش نیچه
605, "درنگ، بهترین درمان خشم است.", دنیل گلمن
606, عشق به تمام موجودات زنده شرافتمندانه ترین و باشکوه ترین ویژگی انسان است., سنکا
607, "خدایان در راه فضیلت سدهایی از درد و رنج برپا کرده‌اند اما از طرف دیگر وقتی آدمی بر این مشکلات فائق آمد و از سدها گذشت، فضیلت به‌ دست آمده کار آسانی به نظر می‌رسد.", چارلز داروین
608, "هر نفسی که فرو می‌بریم، مرگی را که مدام به ما دست‌اندازی می‌کند پس می‌زند...  در نهایت این مرگ است که باید  پیروز شود، زیرا از هنگام تولد بخشی از سرنوشت ما شده و فقط مدت کوتاهی پیش از بلعیدن طعمه اش، با آن  بازی می کند. با این همه، ما تا آنجا که ممکن است،  با علاقه فراوان و دلواپسی زیاد  به زندگی  ادامه می دهیم، همان‌طور که تا آنجا که ممکن است طولانی‌تر در یک حباب صابون می‌دمیم تا بزرگتر شود، گرچه با قطعیتی تمام می‌دانیم که خواهد ترکید.", افلاطون
609, "یک جمله ی قصار خوب، از دندان زمان سخت تر است و هزاره ها از پای درنمی آورندش، بلکه خوراک همه زمان هاست.", آرتور شوپنهاور
610, "اگر مریخی ها  زمین را زیر نظر گرفته باشند، احتمالا از اینکه حیات بشر هنوز ادامه دارد، شگفت زده شده اند.", فردریش نیچه
611, "احساسی نظیر ترس، راهی است برای حضور در این جهان. از سوی دیگر، جهانی که از آن می ترسیم، جایی است که هرگز در آن نمی توانیم کاملا احساس راحتی و «در خانه خویش بودن» بکنیم.", نوآم چامسکی
612, "زرتشت روزی از گرما در زیرِ انجیربُنی خفته بود و دستها را بر چهره نهاده، که ماری دررسید و گردن‌اش را گزید، چنان‌که زرتشت از درد فریاد کرد. چون دست از چهره برگرفت، مار را دید. مار چشمانِ زرتشت را بشناخت و ناشیانه به خود پیچید و رو در گریز نهاد.زرتشت گفت:«مرو که هنوز سپاس‌ات نگفته ام! تو مرا به هنگام از خواب برخیزاندی. من هنوز راهی دراز در پیش دارم.» مار غمگین گفت: «راهی چندان در پیش نداری. زهرِ من کُشنده است.» زرتشت لبخندی زد و گفت:«کجا اژدهایی از زهرِ ماری مرده است! بیا زهر ات را باز گیر! تو نه چندان توانگر ای که آن را به من بخشی.» آنگاه مار دیگر بار بر گردن او افتاد و زخم‌اش را مکید.", لارس اسوندسن
613, "اکنون به مورد جالبی از انتقال احساسات از یک فرد به دیگری توجه کنید. در آزمایش ساده‌ای، دو داوطلب یکی بشاش و سرحال و دیگری خشک و سرد ) در اتاق های جداگانه پرسشنامه‌ای را که درباره‌ی حالت روحی آنها در آن لحظه بود پر کردند. بعد آنها را در یک اتاق روبروی هم نشاندند و به آنها گفتند که ساکت منتظر باشند تا آزمایشگر بیاید و پرسشنامه‌ی دیگری را به آنها بدهد. دو دقیقه‌ی بعد آزمایشگر وارد اتاق شد و از آنها خواست که دوباره پرسشنامه‌ی دیگری درباره خلق و خوی‌شان در آن لحظه پر کنند. این آزمایش را روی تعداد زیادی از افراد شاد و اخمو تکرار کردند.در تمام موارد، بدون استثنا، حالت روحی فرد شاد و پر احساس به شخص سرد و کسل انتقال یافته بود. این انتقال جادویی چطور رخ می دهد؟ پاسخ این است که همگی ما به طور ناخودآگاه عواطف و احساساتی را که توسط شخص دیگر به نمایش گذاشته می شود تقلید می کنیم، ... تقلید از احساسات دیگران معمولا به شکلی ظریف و هوشمندانه انجام می شود. ... وقتی مردم چهره‌ی خندان یا ناراحتی را می‌بینند، عضلات چهره‌ی خودشان هم به تقلید از آن دچار تغییرات محسوسی می‌شود که با چشم غیر مسلح دیده نمی‌شود ولی به کمک گیرنده‌های حسی الکترونیکی قابل مشاهده است.", فردریش نیچه
614, "فردی با استعدادهای والا و نادرِ ذهنی، که به حرفه‌ای صرفا مفید گمارده شود؛ مانند یک ظرف باارزش تزئین شده با زیباترین نقش‌هاست که به جای دیگ آشپزخانه استفاده شود.", دنیل گلمن
615, "بی‌اعتمادی موجب بی‌اعتمادی بیشتر می‌شود؛ چون فرد را از موقعیت‌هایی برکنار نگه می‌دارد که در آنها بی‌اعتمادی سنجشگرانه به شکلی نوعی شعور اجتماعی آموخته می‌شود. ما غالبا از چیزهای ناآشنا بیشتر از چیزهای آشنا می‌ترسیم. اکثر چیزها وقتی با آنها آشنا شدیم اساسا دیگر به نظرمان خطرناک نمی‌آیند. ثابت شده است که ما از افرادی از «نژاد » دیگر بیشتر از افراد هم‌نژاد خودمان می‌ترسیم. ... ترس دقیقا مانع از آن چیزی می‌شود که ترس را می‌تواند از بین ببرد، یعنی تماس انسانی. ترس و بی‌اعتمادی خودشان خودشان را تکثیر می‌کنند.", حکیم عمر خیام
616, "همدردی از احساسات صاحب منصبانه است: آن را به بهای ارزان، بعد از وقوع بلایا، به دست می آورند. ولی دوستی به این سادگی نیست. به مرور ایام و با رنج بسیار به دست می آید، اما چون به دست آمد، دیگر راهی برای خلاصی از آن وجود ندارد. باید در برابرش سینه سپر کرد.", لارس اسوندسن
617, "تمام عمر، صرف عبور از گذرگاه جوانی می‌گردد.", آلبر کامو
618, آیا جهالت نیست که آدمی ساعات شیرین امروز را فدای روزهای آینده نماید., حکیم عمر خیام
619, "بزرگسالهایی که اضطراب مرگ، خوره جانشان می شود، آدمهای عجیب و غریبی نیستند که مبتلا به بیماریهای نادری شده باشند؛ بلکه مردان و زنانی هستند که خانواده و فرهنگشان جامه حفاظتی مناسبی برایشان ندوخته تا در برابر سرمای جانکاه فناپذیری مقاومت کنند. اینها شاید در زمان کودکی بیش از حد با مرگ روبرو شده باشند؛ شاید از کانون محبت، غمخواری و امنیت در خانه شان محروم بوده باشند؛ شاید آدمهای گوشه گیری بوده باشند که هرگز دغدغه فانی بودن را با کسی در میان نگذاشته باشند؛ یا شاید آدمهای حساسی بوده باشند، بویژه افرادی خودآگاه که از داستان های دینی دایر بر انکار مرگ که فرهنگشان ارائه کرده روگردانده و تسلای خاطر نجسته باشند.", حکیم عمر خیام
620, "به همه عشق بورز، به معدودی اعتماد کن و در حق کسی بدی نکن.", حکیم عمر خیام
621, "کسی بهتر از درسش استفاده می‌کند که آن را تکرار می‌کند، نه‌آن‌که درس را حفظ می‌کند.", ویلیام شکسپیر
622, "این زیبایی نیست که آفریننده ی عشق است، بلکه عشق است که آفریننده ی زیبایی است.", میشل دو مونتینی
623, "پروردگار، در آغاز یک باغچه آفرید و براستی، این باغچه مملو از ناب‌ترین شادمانی‌های انسان است.", لئو تولستوی
624, "مشکل وقتی بروز می کند که عادت می کنیم، به جای تدبیر و اصلاح مدیریت و کار، همه چیز را رها کنیم تا شرایط به وضع بحرانی برسد و بعد بخواهیم با تحریک حس از خودگذشتگی، افراد را قانع کنیم که چاه بحران را پر کنند.", فرانسیس بیکن
625, "تاریکی نمی تواند ما را از تاریکی برهاند، تنها نور می تواند. نفرت نمی تواند ما را از نفرت برهاند، تنها عشق می تواند.", رولف دوبلی
626, "فرق انسان و سگ در آن است که اگر به سگی غذا بدهی، هرگز تو را گاز نخواهد گرفت.", مارتین لوتر کینگ جونیور
627, "ای دلبر من، غزلهایی را که روزگاری در دشت و دمن برایت می سرودم، اکنون در دیوانی فشرده و زندانی کرده ام، زیرا زمانه ناسازگار است.", لئو تولستوی
628, "من دنیای پر از شیر و عسل را دوست نمی‌دارم، من دنیای کوچک و گرمی را دوست دارم که خودم با دست خود آن را ساخته باشم.", یوهان ولفگانگ گوته
629, "ناامیدی کامل می تواند در کنار درخشان ترین نوآوری ها به سر بَرَد. از کار افتادگی و شکوفایی، یکدیگر را جذب می کنند.", آرتور شوپنهاور
630, "درود و ستایش من باید به خود ذهن متوجه شود، بشر عبارت از ذهن است، انسان چیزی بجز آنکه می‌داند نیست.", ژان پل سارتر
631, گرفتاری این دنیا از این است که نادان از کار خود اطمینان دارد و دانا از کار خود مطمئن نیست., فرانسیس بیکن
632, هر کسی بر اساس حق طبیعی اش مجاز است از عقل خود استفاده کند تا به گونه ای نحوه ی زیستنش را تعریف کند که این نحوه زندگی به او اجازه نمایان شدن بدهد., فردریش نیچه
633, "بیشترین تأسف من در زندگی از این است که در زمینه فکاهیات و طنز، اثری از خود بجای نگذاشته‌ام.", اسپینوزا
634, "نظریه پردازان خودشکوفایی، بر اخلاقیاتی تکاملی باور دارند. برای نمونه، آبراهام مزلو می گوید:«انسان به گونه ای ساخته شده که اصرار دارد موجودی کامل و کامل تر شود و این به معنای اصرار برای رسیدن به همان چیزی است که مردم ارزشهای والا، بزرگواری، مهربانی، شجاعت، صداقت، عشق، از خودگذشتگی و خوبی می نامند.» بنابراین مزلو به پرسش ما برای چه زنده ایم؟ اینگونه پاسخ می دهد که ما زنده ایم تا توانایی هایمان را محقق سازیم. او پرسش بعدی یعنی بر چه اساسی زندگی کنیم؟ را با این ادعا پاسخ می دهد که ارزشهای خوب در ذات ارگانیسم انسانی نهاده شده اند و اگر انسان به خرد ذاتی خویش اعتماد کند، به شیوه ای شهودی آن ها را خواهد یافت.", حکیم عمر خیام
635, "نظام استبداد و خودکامگی یکسری احکام خاص صادر می‌کند: این کار را بکن، آن کار را نکن. امر و نهی برای تک تک اعمال و رفتار! آیا همین کافی خواهد بود؟ آیا باید دست روی دست گذاشت و منتظر بود تا کسی عمل خلافی انجام دهد؟ نه. در این صورت کار از کار می‌گذرد. باید اندیشه و عقیده مخالف را نیز ممنوع کرد. البته این هم کافی نخواهد بود. آیا این درست است که صاحبان قدرت منتظر باشند تا کسی حرفی بزند، یا ابراز عقیده ای بکند و بعد او را محاکمه و تنبیه کنند؟ نخیر! این روش درست نیست. باید روشی تعبیه کرد که حتی حرف ها و ایما و اشاره‌هایی که بین دوستان و آشنایان ردوبدل می شود هم ممنوع شود. اصلا بهتر آن است که تفکر و دگراندیشیرچند آنها را بازگو نکنند و در سطح فکر باقی بماند) ممنوع شود.", گی کورنو
636, "من این ادعا را ندارم که ما در «بهترین جهان های ممکن» زندگی می‌کنیم. اما جهان می‌توانست جای بسیار بدتری از اینی که هست باشد - و در طول تاریخ بشر در دوره های طولانی چنین بوده است. اگر ما می‌توانستیم آزادانه مقطعی را در تاریخ انتخاب کنیم که در آن مقطع زندگی کنیم، احتمالا بهترین گزینه‌مان همین مقطع فعلی می‌بود. ترس ما مشکلی است که از تجمل ما برخاسته است؛ ما چنان زندگی های امنی داریم که به ما فرصت می‌دهد دل نگران بیشمار خطرهایی باشیم که عملا هیچ بختی برای آسیب زدن به زندگی ما ندارند. عصر ما هم طبیعتا مشکلاتی جدی دارد که باید با آنها دست و پنجه نرم کند: فقر،گرسنگی، تغییرات آب و هوایی، کشمکش های سیاسی و دینی و غیره. اما آنچه ما بدان نیاز داریم ایمان به توانایی بشر برای کوشیدن و حل گام به گام این مسائل است. ما نیاز داریم از اشتباهاتمان درس بگیریم و جهانی بهتر بیافرینیم - خلاصه ما نیازمند یک خوشبینی انسانی هستیم.", حکیم عمر خیام
637, "اگر «چرا»ی خویش را برای زندگی داشته باشیم، با هر «چگونه»ای خواهیم ساخت.", لارس اسوندسن
638, "عشق و عاشقی هرچند اثیری و پراحساس ابراز گردد، بازهم ریشه در شهوت دارد و بس.", فردریش نیچه
639, "انسان هویت خود را در قصدمندی و اراده تجربه می‌کند.«من» آن منِ «من می‌توانم» است. دکارت در جمله‌ی مشهور «من فکر می‌کنم، پس هستم» اشتباه کرده، زیرا هویت، حاصل تفکر و عقلانی‌گری نیست. فرمول دکارت، مهم‌ترین &nbsp;متغیر را کنار گذاشته؛ او از روی فکر به هویت جست زده در حالی که آنچه در اصل اتفاق می‌افتد متغیر بینابینی «من می‌توانم» است.&nbsp;‌کی‌یرکگور به همین ترتیب، راه حل بیش از حد ساده شده و عقلانی‌گرای هگل را که می‌گوید «بالقوگی به فعلیت منجر می‌شود» به سخره می‌گیرد وقتی می‌گوید بالقوگی به فعلیت منجر می‌شود ولی متغیر بینابینی‌اش اضطراب است. می‌توانیم اینگونه بیانش کنیم که «بالقوگی به صورت چیزی متعلق به من تجربه می‌شود - قدرتِ من، پرسشِ من - و اینکه به فعلیت منجر شود یا نه، تا حدود زیادی به من بستگی دارد: اینکه کجا عمل کنم و کجا مکث.» آنچه در تجربه انسانی روی می‌دهد این است: «من دریافت می‌کنم، من می‌توانم، من اراده می‌کنم، من هستم.» و «من می‌توانم» و «من اراده می‌کنم»، تجربیات لازم برای هویتند. این مسأله ما را از این موضع توجیه ناپذیر در درمان که بیمار اول حس هویت پیدا می‌کند و بعد عمل می‌کند، می‌رهانَد. برعکس، او هویت را حین عمل یا دست کم در امکان انجام عمل تجربه می‌کند.", آرتور شوپنهاور
640, اگر چیزی هست که می‌توان پیوسته آرزو کرد و گاهی به دست آورد محبت بشری است., رولو می
641, "زیستن، تنها با آنچه انسان می‌داند و آنچه به یاد می‌آورد و محروم از آنچه آرزو دارد، چه دشوار است.", حکیم عمر خیام
642, "آدم بدبین، سختی را در هر فرصتی می بیند؛ آدم خوش بین، فرصت را در هر سختی.", آلبر کامو
643, "ما نیز مانند ویلیام جیمز در سرگشتگی دوره‌ی گذار زندگی می‌کنیم: او در ابتدای این دوره بود و ما امیدواریم در پایانش باشیم. او از یک چیز مطمئن بود: با اینکه آگاهی بشر هرگز قطعی نیست و با اینکه هیچ پاسخ مطلقی وجود نداشته و نخواهد داشت، بشر در هر حال باید عمل کند. پس از پنج سال در اواخر دهه 20 و اوایل دهه 30 زندگی‌اش، وقتی افسردگی او را از پای انداخته بود و از ساده ترین تصمیم عاجز بود، یک روز به این نتیجه رسید که می‌تواند عملی ارادی انجام دهد تا به کمک آن آزادی را باور کند. او آزادی را اراده کرد و آن را حکم خود قرار داد. می‌نویسد «نخستین عمل آزادانه، انتخاب آزادی‌ست.» پس از آن متقاعد شد که این عمل ارادی همان چیزی بود که او را قادر ساخت که با افسردگی‌اش کنار بیاید و از آن عبور کند. دست کم در زندگی‌نامه‌اش روشن است، زندگی سازنده‌اش که تا زمان مرگ در 68 سالگی ادامه یافت، از همان لحظه آغاز شد.", وینستون چرچیل
644, "قطعا شغل، نگرانی و گرفتاری، به وفور در سراسر زندگی همه وجود دارد. اما اگر تمام خواهش ها به محض برانگیخته شدن برآورده شوند، انسانها چگونه در زندگی خود مشغول باشند و وقت خود را بگذرانند؟ تصور کنید نژاد بشر به مدینه فاضله نقل مکان کند، جایی که هرچیزی خود به خود به ثمر برسد و کبوتران درحین پرواز بیدرنگ کباب شوند، جایی که هرکس فورا محبوب خود را پیدا کند و در حفظ و نگهداری او هیچ مانع و مشکلی نداشته باشد. انسانها از دلزدگی خواهند مرد، یا خود را حلق آویز خواهند کرد، یا شاید با هم بجنگند، یکدیگر را خفه کنند یا بکشند. بنابراین دچار رنج و درد بیشتری از آنچه اکنون طبیعت برای آنها مقرر نموده، خواهند شد.", رولو می
645, "هرشخصی دو بار می‌میرد، یک بار آنگاه که عشق از دلش می‌رود و بار دیگر زمانی که زندگی را بدرود می‌گوید، اما وداع با زندگی در برابر مرگ عشق، ناچیز است.", آرتور شوپنهاور
646, "نوع دیگری از اعتیاد به‌فخرفروشی، این است که ارزش خود را بیش از قدر واقعی، تخمین بزنیم.", فرانسوا ولتر
647, "تمامی یک انسان، از تمامی انسان‌ها ساخته شده و برابر کل آن‌ها ارزش دارد، و ارزش هر یک از آن با او برابر است.", چارلز داروین
648, "انسانی که از ثروتش مغرور است نباید بخاطر آن ستایش شود، تا زمانی که مشخص شود چگونه آن را بدست آورده است.", ژان پل سارتر
649, "همه آرزوها از نیاز سرچشمه می‌گیرد، یعنی از کمبودها و از رنج‌ها.", سقراط
650, "اشرار، کسانی را گویند که عیوب مردم را جستجو می‌کنند و به ‌آن می‌چسبند و نیکویی آن‌ها را به دست فراموشی می‌سپارند؛ مانند مگسی که در جاهای کثیف می‌نشیند و از جاهای تمیز دوری می‌کند.", افلاطون
651, دو باور غلط در مورد من وجود دارد یکی این که چون عینک می‌زنم فکر می‌کنند که روشنفکرم و دیگری این که چون با فیلم‌هایم پول‌هایم را هدر می‌دهم فکر می‌کنند هنرمندم. این دو باور غلط سال‌هاست که در میان مردم رایج است., وودی آلن
652, "یک ساعت از عمر گذشته را به هیچ قیمتی نمی‌توان بازگردانید، اما با دادن چند قطعه پول ناچیز می‌توان تجارب تمام عمر بزرگترین عقلای عالم را تصرف کرد.", شارل دو مونتسکیو
653, "چه موهبت بزرگی است، داشتن یک دوست با قلبی رازدار؛ چرا که می‌توانید با خیال آسوده، همه‌ی اسرار خود را در قلب او دفن کنید.", سنکا
654, "آنکه ندیده است آن دستی را نیز که نوازش کنان - می کشد، زندگی را خوب ننگریسته است.", فردریش نیچه
655, "بر یک صفحه سفید خط مستقیمی رسم کنید. ابتدای این خط تولدتان را مجسم می کند و پایانش مرگتان را. خط متقاطعی بر آن رسم کنید تا نشان دهد، اکنون در کجا هستید. پنج دقیقه بر آن مراقبه کنید.", اروین دیوید یالوم
656, "انسان، بیشتر دلباخته ی اشتیاق خویش است تا آنچه اشتیاقش را برانگیخته است.", فردریش نیچه
657, هیچ چیز ساده تر از قلب نمی شکند., ژان پل سارتر
658, "قبل از اینکه براى آمدن باران به درگاه خدا نماز بیاورى، بهتر است برنامه هواشناسى را نگاه کنى.", مارک تواین
659, بدترین و خطرناک ترین کلمات اینست : همه اینگونه اند., لئو تولستوی
660, به هر عشق ناکام! به آتش پر شرار و بی دریغ دوزخ! ای کاش چیزی بدتر می شناختم که بتوانم بدان سوگند یاد کنم!, یوهان ولفگانگ گوته
661, "در هفده سالگی، بدون هیج گونه تعلیم و تربیت نظری، نکبت و مصیبت زندگی به من چنگ زد و مرا در ربود. درست مانند بودا به هنگام جوانی، وقتی بیماری، درد، پیری و مرگ را دید.", آرتور شوپنهاور
662, "من همیشه از داشتن زن عزیزم ماری لوئیز سرافراز بوده‌ام و تا آخرین لحظهٔ حیات با بهترین احساسات صمیمانه یادبود او را حفظ خواهم کرد. از همسرم خواهش می‌کنم که پسر مرا حراست نماید و از خطراتی که در زمان طفولیت اورا تهدید می‌نماید حفظ کند . به پسرم توصیه می‌کنم همواره بخاطر داشته باشد که او یک شاهزادهٔ فرانسوی است و هرگز آلت دست کسانی که فرانسه را تحقیر می‌نمایند نشود و پسرم هرگز نباید به هیچ عذر و بهانه و دستاویز با فرانسه بجنگد ویا آن را از پای در آورد ، او باید شعار مرا همیشه قبول کند که : موجودیت ما فدای فرانسه باد.", ناپلئون بناپارت
663, "امتیازی که همواره آن را ویژه و خارق العاده دانسته ام، تعلق به صنف درمانگران قابل احترام و شریف است. ما درمانگران بخشی از سنتی هستیم که قدمتش نه فقط به نیاکان بلافصل روان درمانگرمان نسلی که با فروید، یونگ و همه نیاکان آنها - نیچه، شوپنهاور، کی یر کگور- آغاز می شود)، بلکه بس دورتر، به عیسی، بودا، افلاطون، سقراط، جالینوس، بقراط و تمامی رهبران بزرگ مذهبی، فلاسفه و اطبایی باز می گردد که از آغاز زمان، انسان را هنگام ناامیدی هایش یاری داده اند.", اروین دیوید یالوم
664, "کاری که تنها سود شخصی در آن منظور شده باشد، شرافتمندانه نیست.", لئو تولستوی
665, "ایمان و رؤیادر وجود شعرا نهفته‌است، زیرا روزنه ورود به ابدیت در دل آن‌ها پنهان شده.", جبران خلیل جبران
666, "جائی‌که مردم از دولتشان بترسند، ظلم حاکم است؛ جائی‌که دولت از مردم بترسد، آزادی وجود دارد.", توماس جفرسون
667, "جایی که من هستم، مرگ نیست؛ آنجا که مرگ هست، من نیستم. پس مرگ برای من هیچ است.", لوکرتیوس
668, "حکمت درد کمتر از حکمت لذت نیست. درد نیز مانند لذت، یکی از نیروهای بنیادین بقای نوع است؛ زیرا اگر جز این بود، نیروی درد مدتها پیش از بین رفته بود.", فردریش نیچه
669, "در آمریکا، رییس‌جمهور برای مدت چهارسال حکومت می‌کند، خبرنگاران برای همیشه.", اسکار وایلد
670, "دریغا، آن‌چه تا چندی پیش درین چمن، سبز و رنگین ایستاده بود، اکنون پژمرده و خاکسترین افتاده است! و چه بسیار شهدِ امید که من از این‌جا به کندوهایِ خویش برده بودم!آن دل‌های جوان اکنون همه پیر گشته‌اند. و نه تنها پیر، که خسته و بی بها و تن آسا. آنان این را چنین می‌نامند:«ما دیگربار دیندار گشته‌ایم.»چندی پیش بود که ایشان را می‌دیدم که بامدادان با پاهایِ بی‌باک بیرون می‌دوند: اما پایِ دانایی‌شان خسته شد و اکنون از بی‌باکیِ بامدادی خویش نیز به بدی یاد می‌کنند.به راستی، روزگاری، بساکس از ایشان پاهایِ خویش را بسانِ رقّاصان بَرمی‌کشید و نوشخند فرزانگی‌ام برای‌اش دست می‌کوفت. آن‌گاه از کار بازایستاد و هم‌اکنون دیدم‌اش که خمیده پشت به سوی صلیب می‌خزد.روزگاری همچون پَشِگان و شاعرانِ جوان گِردِ نور و آزادی گَردان بودند. هرچه پیرتر، سردتر: و اکنون تاریک اندیشان‌اند و وِردخوانان و گوشه نشینان....دریغا، همیشه چه کم‌اند آنانی که دل‌هاشان بی‌باکی و بازیگوشیِ دیرپای دارد و جان‌شان نیز شکیبا می‌ماند. جز اینان دگر همه بیم‌داران‌اند.", فردریش نیچه
671, "غالبا تصویری از تکنولوژی به دست داده می‌شود که چیزی بیگانه با انسان است. اما در واقع امر، شاید تکنولوژی انسانی‌ترین چیزی‌است که می‌توان به تصور درآورد. بدون تکنولوژی نمی‌توانستیم زندگی فعلی‌مان را داشته باشیم. اگر به امان صفات حیوانی‌مان رها شده بودیم، مدت ها پیش نسل بشر منقرض شده بود. می‌توان گفت این تکنولوژی بوده‌است که بقا و پیشرفت ما را میسر کرده‌است. جدال‌برانگیزتر از این، می‌توان گفت که این انسان نبود که تکنولوژی را ابداع کرد، بلکه تکنولوژی بود که انسان را ابداع کرد. انسان«طبیعی»- اگر منظور از آن انسان غیرتکنولوژیک باشد- هرگز وجود نداشته و هرگز وجود نخواهد داشت. تکنولوژیِ پرورده دست اجداد ما - نظیر تبرِ سنگی - رهایی انسان از سلطه طبیعت را مقدور ساخت و همین پیشرفت‌های بعدی ما انسان ها را میسر کرد. تکنولوژی منابعی را برای پیشرفت مغزهای بزرگ تر و از همه مهمتر زبانمان در دسترس ما قرار داد. بنابراین این تصویر از تکنولوژی که غیرانسانی است تصویری مخدوش است - به عکس هر آنچه انسانی است همیشه وابسته به تکنولوژی است تا انسانی باشد و انسانی بماند. تکنولوژی بر همه جنبه‌های زندگی ما سایه انداخته است.", لارس اسوندسن
672, همه می گویند آرزو بر جوانان گناه نیست و من می گویم بر پیران هم!, ژان پل سارتر
673, "انسانها در هیچ یک از ویژگی هایشان به اندازه نیکی کردن به همنوعان خویش، خدای گونه نیستند.", سیسرو
674, "مغزِ من، دومین عضو دوست‌داشتنی بدنم.", وودی آلن
675, "می توان زندگی را با قطعه ای پارچه گلدوزی شده مقایسه کرد که هر کس در نیمه اول عمر خود روی آن را می بیند، اما در نیمه دوم پشت آن را. آنچه در نیمه دوم می بینید آنقدرها زیبا نیست، اما بیشتر آموزنده است، زیرا او را قادر می سازد که ببیند چگونه نخها به یکدیگر متصل شده اند.", آرتور شوپنهاور
676, "نکته‌ی مهم در گفت و شنود غیر تدافعی این است که زن و شوهر فقط باید به رفتار یا عملکرد انتقاد کنند و از حمله به شخصیت طرف مقابل احراز کنند. هیم گینوت، روانشناس معتقد است بهترین فرمول در این زمینه فرمول «XYZ» است: « وقتی تو کار X را انجام دادی، باعث احساس Y در من شدی، ولی من توقع داشتم تو کار Z را انجام دهی.» مثلا : «وقتی تو تلفن نزدی که به من اطلاع دهی دیر به سر قرار شام می آیی)، خیلی عصبانی شدم و احساس پوچی کردم)، &nbsp;کاش به من زنگ می‌زدی و می‌گفتی که دیرتر می رسی)»اغلب اوقات که بین زن و شوهرها دعوا در می‌گیرد جمله‌ی آخر: «کاش به من زنگ می‌زدی و می‌گفتی دیر می‌رسی» تبدیل به چیزی مثل: «تو یک حرامزاده‌ی خودخواه و بی‌فکر هستی» می‌شود.خلاصه آنکه در چنین مواقعی همدلی باز هم وسیله‌ای پرقدرت و تعیین کننده است.", دنیل گلمن
677, آموزش چیزی است که بعد از فراموش کردن چیزهایی که در مدرسه آموخته اید باقی می ماند., آلبرت اینشتین
678, "هر آدم عاقلی حاضر است که به باج‌گیری که سر راهش را گرفته و تمام اموالش را طلب می‌کند و لوله تفنگش را به روی او نشانه رفته بگوید که تمام آن اموال را خود با کمال میل به او هدیه می‌کند و هیچ ادعایی هم ندارد. پس اگر انسان مجبور باشد که زیر سلطه حاکم مستبد زندگی کند، کم کم و به طور ناخودآگاه چنان به انحطاط می‌رود که خود او نیز درستی و صحت آنچه را انجام می‌دهد، تایید می‌کند، چرا که انسان فقط اگر یک بار هم که شده در تنهایی با خود به آن دروغ، به چشم حقیقت بنگرد و آن را بپذیرد، باری از دوش ضمیر خودآگاهش برداشته شده و زندگی آسان تر می‌گذرد.", مانس اشپربر
679, عشق چیزی بسیار فراتر از میل به آمیزش جنسی است. عشق ابزار اصلی فرار از تنهایی ای است که بر سرتاسر بخش عمده زندگی مردان و زنان مستولی است., برتراند راسل
680, "به پسرمان که درصدد ازدواج بود، گفتم متوجه باش، در ازدواج فقط با همسر مورد علاقه‌ات ازدواج نمی‌کنی، بلکه با یک خانواده کاملا جدید وصلت می‌کنی. بهتر است بدانی دست به چه کاری می زنی. خانواده‌ها مهم‌اند، اثری می گذارند و بعدها خودت این موضوع را می‌فهمی...ورود به یک خانواده جدید بی‌شباهت به زندگی در کشوری دیگر نیست. باید راه و رسم و عادت‌های آنها را یاد بگیریم و حق اقامت کسب کنیم، در حالیکه هویت خویش را حفظ می کنیم.", چارلز هَندی
681, "جنگ، کشتارگاه کسانی است که همدیگر را نمی‌شناسند، به‌نفع کسانی است که یکدیگر را می‌شناسند ولی همدیگر را نمی‌کشند.", سیسرو
682, هنر آینه‌ای نیست که با آن واقعیت‌ها را منعکس ساخت بلکه پتکی است که با آن باید واقعیت را شکل داد., برتولت برشت
683, وجود تنها یک آدم بی نشاط کافی است تا کل یک خانه را مسموم ساخته و فضای آن را تیره و تار سازد., فردریش نیچه
684, "منظره پسر جوان و دختر جوانی که برای نخستین بار یکدیگر را ملاقات می‌کنند، تماشائی و قابل توجه است.", آرتور شوپنهاور
685, "تاریخ های خاص و برجسته، می توانند به روشهای گوناگون، سرآغاز پرسشهای درمانی شوند. زادروزها، خصوصا زادروزهای مهم، می توانند دریچه ای به دلواپسی های اگزیستانسیال بگشایند و به تعمق بیشتر در چرخه زندگی منجر شوند. جشن تولد های بزرگسالی، از نظر من همیشه اموری تلخ و شیرین هستند که روی دیگرشان، تأسف و زاری است. از دید برخی افراد، یک زادروز می تواند نشانه ی این باشد که آنها بیشتر از والدینشان عمر کرده اند. تاریخ بازنشستگی، سالگرد ازدواج یا طلاق و بسیاری نشانه های دیگر، فرد را با  پیش روی سنگدلانه زمان و ناپایداری زندگی آشنا می سازد.", اروین دیوید یالوم
